pathway	pval	padj	log2err	ES	NES	size	leadingEdge
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.701701701701702	0.919408479129063	0.0298484971250709	0.397266610996919	0.881597066363258	22	Irf7 Aim2 Rigi Ccl5 Polr3k Polr3h Chuk Tbk1 Ikbkg Mavs Polr3g Nfkbib Ikbkb Polr3d Adar Rela Polr3f Polr3a
KEGG_DILATED_CARDIOMYOPATHY	0.038	0.267729267729268	0.231126709673834	0.610338215053151	1.36146213161697	24	Itgb4 Slc8a1 Itgb3 Itga6 Cacna2d1 Prkx
KEGG_DNA_REPLICATION	0.645354645354645	0.919408479129063	0.0338245444462164	0.40563769163592	0.927626490602867	33	Rnaseh2b Lig1 Pcna Rfc5 Rfc3 Rpa2 Mcm3 Fen1 Mcm4 Pold1 Mcm6 Pole3 Rfc2 Pola2 Dna2 Rfc4 Mcm2 Rpa1 Pold2 Pold3 Prim2 Rpa3 Pole2 Pole4
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.843260188087774	0.940954965975992	0.0223699288741888	0.355409859713502	0.719591118573652	10	Kras Spire2 Sos2 Piwil4 Spire1 Grb2 Mapk1 Mapk3 Ets1
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.0133892963235537	0.188480094400794	0.380730400722792	0.78982700425878	1.55540449207971	8	Mgst3 Aldh3a1 Cyp2d22 Gstp2
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.0842754367934224	0.405852761399903	0.153158808683073	0.647658802753663	1.34226944479613	12	Upp1 Hprt Uck1 Nat2 Tk1 Itpa
KEGG_ECM_RECEPTOR_INTERACTION	0.0105790805887497	0.175997431612836	0.380730400722792	0.679779405432155	1.50088941481896	21	Itgb4 Lamc2 Itgb3 Itga6 Col11a1 Cd44 Lamb2 Sdc1 Spp1 Hmmr
KEGG_ENDOCYTOSIS	0.157842157842158	0.545002167643677	0.105520936843198	0.468379790740119	1.12891178256171	94	Flt1 Il2rg Chmp4c Fgfr3 Erbb3 Ldlr Vps37b Acap1 H2-D1 Ehd4 Sh3glb2 Arrb1 Grk5 Asap2 Chmp6 Ldlrap1 Chmp5 Sh3kbp1 Psd3 Chmp1b Smurf1 Vps37a Arap2
KEGG_ENDOMETRIAL_CANCER	0.584415584415584	0.883868197917785	0.0384786917635432	0.420003650121329	0.955031419264794	30	Cdh1 Akt3 Kras
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.518481518481519	0.839664760018742	0.0439759278026345	0.432556375122933	0.995100689421241	39	Atp6v0e2 Jam2 Jun Atp6v0a4 Ccl5 Map3k14 Lyn Atp6v1h Atp6v1b2 Rac1 Atp6v1c1 Atp6v0e Src Mapk9 Atp6v0b Atp6v1a Cdc42 Chuk Casp3
KEGG_ERBB_SIGNALING_PATHWAY	0.030969030969031	0.267729267729268	0.257206466468838	0.583232569374132	1.33951189126411	37	Btc Ereg Jun Akt3 Erbb3 Kras Prkca
KEGG_ETHER_LIPID_METABOLISM	0.179856115107914	0.577432790609618	0.0992333343771191	0.599982989399054	1.24346157366149	12	Pla2g7 Pla2g3 Lpcat4 Plpp2
KEGG_FATTY_ACID_METABOLISM	0.428137651821862	0.78142743184271	0.053347785067549	0.487333307722811	1.04415917128774	16	Aldh1b1 Acsl4 Acsl5 Acadl Cpt1b Aldh3a2 Acsl3 Acox1 Cpt1a
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.699300699300699	0.919408479129063	0.0299195667151671	0.392296839607318	0.892029884490386	30	Pla2g3 Akt3 Kras Prkca Vav3 Prkcd Lyn Rac1 Mapk9 Sos2 Fyn Pla2g6 Hras Akt1 Pla2g4a
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.777222777222777	0.940954965975992	0.0244268887168729	0.374375586948864	0.867831698960738	45	Akt3 Prkca Asap2 Limk1 Plpp2 Vav3 Arpc1b Prkcd Lyn Marcks Arpc5 Rac1 Wasl Arf6 Arpc3 Arpc2 Pla2g6 Cdc42 Arpc4 Cfl1 Akt1 Pip5k1c Pla2g4a Asap1
KEGG_FOCAL_ADHESION	0.054945054945055	0.314473014256619	0.190023305279108	0.515403879415305	1.2348226854462	79	Flt1 Itgb4 Jun Lamc2 Itgb3 Vegfc Itga6 Col11a1 Akt3 Birc3 Pdgfb Prkca Ppp1cc Cav2 Lamb2 Pak4 Diaph1 Flnb Rhoa Mylpf Vav3
KEGG_FOLATE_BIOSYNTHESIS	0.171764705882353	0.571508021390374	0.110564716336619	0.707738683015829	1.28467772211346	5	Gch1 Qdpr Spr
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.5	0.8359731177913	0.0465084048719157	0.466059119473477	0.989624619571447	15	Mtmr7 Hk1 Akr1b3 Pfkfb1 Gfus Pmm2 Gmppb Pfkfb4 Mpi
KEGG_GALACTOSE_METABOLISM	0.0668036998972251	0.355187669473384	0.173747838999571	0.663983473179795	1.37610223795234	12	Lct Gale Hk1 Akr1b3 B4galt1 Ugp2
KEGG_GAP_JUNCTION	0.155844155844156	0.545002167643677	0.106323255932708	0.517022466740744	1.18708820368834	35	Tubb2b Pdgfb Kras Prkca Tubb4b Tuba1c Tubb2a Tuba1a Itpr3 Tuba1b Prkx Tubb6 Cdk1
KEGG_GLIOMA	0.661338661338661	0.919408479129063	0.0326513265618535	0.405020904697393	0.916479152135446	29	Akt3 Pdgfb Kras Prkca E2f2 Calm2 Sos2 Tgfa Calm1 Camk2d Hras Akt1
KEGG_GLUTATHIONE_METABOLISM	0.031031031031031	0.267729267729268	0.257206466468838	0.631654161327515	1.40173988995718	22	Mgst3 Gss Pgd Sms Gsr G6pdx Anpep Gstp2 Idh1
KEGG_GLYCEROLIPID_METABOLISM	0.115071283095723	0.46795655125594	0.128142916898415	0.60899990605525	1.29314345576983	15	Aldh1b1 Lpl Mboat1 Akr1b3 Plpp2 Dgkz
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.422577422577423	0.78142743184271	0.053347785067549	0.457006320207561	1.04339648347287	32	Pla2g3 Gpd1 Mboat1 Lpcat4 Gpd2 Pcyt2 Plpp2 Dgkz Pisd Pcyt1a Gpd1l Pemt Pla2g6 Pgs1 Agpat4 Lclat1 Dgke Pla2g4a Lpcat3
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.45819397993311	0.803229813664596	0.0546808488785442	0.54418552598637	1.02583363035855	6	Aoc2 Gamt Amt
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.057286432160804	0.317679305619004	0.186432558434075	0.614663744774729	1.34820410340256	20	Aldh1b1 Aldh3a1 Hk1 Acss2 Pgam2 Bpgm
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.146934460887949	0.533877113598476	0.11378726182188	0.651459686817556	1.30022306167537	9	Xylt1 Chst15 Chst12 Chst11 B3galt6
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.104338842975207	0.433954733283246	0.136490437780413	0.650552473522614	1.33456219488296	11	Xylt1 Hs6st2 B3galt6
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.0869565217391304	0.408026755852843	0.155241966228839	0.715389933745447	1.37875914914667	7	Chst1 St3gal1 B3gnt7 B4galt1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.241176470588235	0.668716577540107	0.0899860794997137	0.66712085455932	1.2109487871394	5	Hpse Hexa
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.460869565217391	0.803229813664596	0.0532386494755899	0.528778247826006	1.01910554324247	7	St3gal1 St3gal5 St8sia1 St6galnac6
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.145885286783042	0.533877113598476	0.12563992130984	0.759137262205266	1.32665017953732	4	A4galt St3gal1 St8sia1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.0953912111468382	0.415633134282652	0.14641623786055	0.698489991078488	1.3755347233484	8	St3gal6 B3gnt3 St3gal4 B4galt1 St8sia1 B3gnt2
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.960526315789474	0.987507392075695	0.0106794512946723	0.284293153617168	0.612939957417909	17	Gpaa1 Dpm2 Pigo Pigs Pigc Pigv Pigw Pigf Pigg
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.746300211416491	0.937222675310673	0.0294936424723046	0.409638313772035	0.817581184668719	9	Pgp Afmid Mdh2 Aco1 Cs Aco2 Mdh1
KEGG_GNRH_SIGNALING_PATHWAY	0.502497502497502	0.8359731177913	0.0454059226590179	0.434338752734003	1.00183304373499	40	Jun Mmp2 Pla2g3 Kras Prkca Itpr3 Gnrh1 Prkx Prkcd Mapk7 Calm2 Src Mapk9 Sos2 Calm1 Camk2d Pla2g6 Cdc42 Adcy6 Hras Pla2g4a
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.431279620853081	0.78142743184271	0.0745500777420554	0.695941266103338	1.03704467874077	2	H2-D1 Cd28
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.02672147995889	0.267729267729268	0.282013350011725	0.71339367861176	1.47850462749826	12	Wnt6 Dhh Wnt10a Wnt11 Wnt7b Prkx Bmp2 Csnk1e
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.00226327225178312	0.0690298036793853	0.431707695803346	0.752876092546989	1.63553951278147	18	Itgb3 Itga6 Thpo Cd44 Cd55 Kitl Cd14 Anpep Cd9
KEGG_HISTIDINE_METABOLISM	0.0467391304347826	0.303879310344828	0.216542836735348	0.762199449922349	1.46897435298402	7	Aldh1b1 Aldh3a1 Bud23
KEGG_HOMOLOGOUS_RECOMBINATION	0.578894472361809	0.883868197917785	0.0391956336118146	0.434116638918758	0.952191891779944	20	Rad54b Nbn Rpa2 Xrcc3 Eme1 Xrcc2 Rad51 Pold1 Rad54l Rpa1 Pold2 Pold3 Rpa3 Blm Mre11a
KEGG_HUNTINGTONS_DISEASE	0.999000999000999	1	0.0014426950408889	0.254479673439421	0.607971947540792	76	Ndufa4l2 Creb5 Dnai2 Creb3 Taf4b Cycs Polr2c Casp8 Polr2h Cltb Clta Vdac2 Sdhd Polr2g Cyc1 Casp3 Polr2l Vdac1 Creb3l2 Polr2f Nrf1 Ndufb6 Ndufa10 Htt Slc25a5 Tgm2 Ndufs7 Ep300 Uqcrc1 Cox7a1 Ndufa8
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.037	0.267729267729268	0.234392647294686	0.611034409752297	1.36301511108924	24	Itgb4 Slc8a1 Itgb3 Itga6 Cacna2d1
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.683049147442327	0.919408479129063	0.0312771255290148	0.403368785838502	0.890600592038391	21	Inpp5j Isyna1 Itpk1 Inpp1 Ocrl Impa1 Impa2 Pik3c2b Inpp5a Pip5k1c Plcd3 Itpka
KEGG_INSULIN_SIGNALING_PATHWAY	0.787212787212787	0.940954965975992	0.0237208606775806	0.371270687534993	0.877269646542612	60	Irs1 Akt3 Ptprf Kras Hk1 Ppp1cc Pygm Phka1 Srebf1 Phka2 Fasn Prkx
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.194565217391304	0.597202797202797	0.0978773277424561	0.64817624399409	1.24921932013705	7	Map3k14 Tnfrsf13c Tnfsf13 Ccl27a Cd28
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.638361638361638	0.919408479129063	0.0343431191135615	0.406674983355969	0.94125422477104	43	Il2rg Akt3 Cntf Stat2 Il20rb Stat1 Il22ra1 Pias3 Clcf1 Irf9 Sos2 Socs4 Lifr
KEGG_LEISHMANIA_INFECTION	0.240890688259109	0.668716577540107	0.0817515582532145	0.538660348020444	1.16135913432151	17	Jun Ptgs2 Stat1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.364635364635365	0.764508219053674	0.0602484086158019	0.461145965373646	1.06034264661883	38	Esam Jam2 Mmp2 Icam1 Pecam1 Prkca Rhoa Mylpf Vav3 Pxn Ptk2 Rac1 Afdn Msn Actg1 Rock2 Rock1 Rap1b Cdc42 Actn4 Sipa1
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.0894117647058824	0.409058823529412	0.159646701919906	0.768654428463541	1.39525116253803	5	Aldh1b1 Aldh3a2
KEGG_LINOLEIC_ACID_METABOLISM	0.424705882352941	0.78142743184271	0.0607719451853533	0.572364266687328	1.03894790548078	5	Pla2g3 Pla2g6 Pla2g4a
KEGG_LONG_TERM_DEPRESSION	0.712287712287712	0.919408479129063	0.0289981119993578	0.38887970707712	0.877955765088573	28	Pla2g3 Ryr1 Kras Prkca Itpr3 Lyn Gna12 Gnaz Gna13 Pla2g6 Hras Pla2g4a
KEGG_LONG_TERM_POTENTIATION	0.669	0.919408479129063	0.0321428397352941	0.408077098149016	0.911047492490394	25	Kras Prkca Ppp1cc Itpr3 Chp1 Prkx Calm2 Calm1 Camk2d Rap1b Hras
KEGG_LYSINE_DEGRADATION	0.45748987854251	0.803229813664596	0.0502948063662358	0.479641826294115	1.02767942170508	16	Aldh1b1 Nsd1 Kmt5a Setdb2 Ogdh
KEGG_LYSOSOME	0.879120879120879	0.953383680453124	0.0169176756264572	0.342098037383966	0.79206711387754	44	Atp6v0a4 Ctsf Gnptab Atp6v1h Ap1s1 Abcb9 Ctsw Gga1 Cltb Clta Nagpa Ap1s3 Npc1 Atp6v0b Npc2 Ap1s2 Ap3m1 Ctsc
KEGG_MAPK_SIGNALING_PATHWAY	0.176823176823177	0.577432790609618	0.0985499803531691	0.461317749603841	1.11528219022423	102	Jun Mapkapk3 Fgfr3 Pla2g3 Akt3 Fgf18 Dusp8 Pdgfb Tgfbr1 Map3k6 Kras Arrb1 Jund Prkca Cd14 Dusp10 Dusp6 Cacna2d1 Dusp14 Map3k13 Fgf1 Flnb Map3k14 Chp1 Cdc25b Prkx Dusp5 Stk3 Map3k5 Mapt Mapk7 Rac1 Gna12 Dusp16 Dusp3 Mapkapk5 Dusp1 Rras2 Map3k7 Mras Mapk9 Sos2
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.00960704907533347	0.175808998078603	0.380730400722792	0.900151824088458	1.57308386571452	4	Foxa2 Hes1 Bhlha15
KEGG_MELANOGENESIS	0.310689310689311	0.717891864233328	0.0679922591544058	0.483135217747561	1.10305167554522	32	Wnt6 Wnt10a Wnt11 Kras Kitl Prkca Wnt7b Creb3 Prkx
KEGG_MELANOMA	0.035964035964036	0.267729267729268	0.237793834423688	0.607037754676729	1.3652731571539	27	Cdh1 Akt3 Fgf18 Pdgfb Kras E2f2 Fgf1
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.0282608695652174	0.267729267729268	0.282013350011725	0.784928583520179	1.51277983503227	7	Mgst3 Aldh3a1 Gstp2 Cyp2s1
KEGG_MISMATCH_REPAIR	0.713420787083754	0.919408479129063	0.0294227657846801	0.400117386279732	0.870685851511361	19	Lig1 Pcna Rfc5 Rfc3 Rpa2 Pold1 Rfc2 Rfc4 Rpa1 Pold2 Pold3 Rpa3
KEGG_MTOR_SIGNALING_PATHWAY	0.298688193743693	0.717891864233328	0.0704500850658419	0.51592986537951	1.12270261068847	19	Vegfc Akt3 Cab39l
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.246753246753247	0.673967823221555	0.0797705918628453	0.504532679591584	1.14165386787181	29	Icam1 Sh3bp2 Raet1e H2-D1 Kras Prkca Chp1 Nfatc1 Vav3
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.00838714186645503	0.170538551284586	0.380730400722792	0.716778957000353	1.55712250356947	18	Adcyap1r1 Adra1b Ptger4 P2ry2 Hrh1 Htr1b Tspo S1pr5
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.616383616383616	0.917058551204893	0.035996889024589	0.406181183133845	0.952758569161571	54	Irs1 Jun Akt3 Ywhah Kras Ywhaz Rhoa Map3k5 Prkcd Ywhag Mapk7 Ywhaq Arhgdia Rac1 Calm2 Mapk9 Sos2 Calm1 Camk2d Rap1b Irak3 Cdc42 Hras Akt1
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.602536997885835	0.903805496828753	0.0396787203613389	0.456269317033095	0.910650191172063	9	Nadk Nt5c3 Nudt12 Nmnat1 Nadsyn1 Nmnat3 Nt5c Aox1
KEGG_NITROGEN_METABOLISM	0.513935340022297	0.839664760018742	0.0493910105981501	0.518030059422233	0.976528465230208	6	Car12 Car13 Glud1 Amt
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.885656970912738	0.953383680453124	0.0166782153543946	0.330413211012549	0.729521499124868	21	Birc3 Naip2 Ccl5 Casp8 Map3k7 Mapk9 Chuk Ikbkg Nfkbib Ikbkb Tab3
KEGG_NON_HOMOLOGOUS_END_JOINING	0.802325581395349	0.940954965975992	0.0257629629837414	0.383477975750576	0.765368783065043	9	Fen1 Dclre1c Nhej1 Xrcc4 Mre11a Lig4
