pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.828171828171828	1	0.0207818350435559	0.366572161359791	0.86079073909991	61	Mrc2 H2-D1 Cd14 Psmc2 Vamp3 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Tlr4 Psmd13 Vamp8 Psmc5 Psmc4 Psma1 Psme2 Psma4 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Chuk Tlr1 Psmd4 Ikbkg Psma2 Psmb6 Psmd6 Psme1 Psmc6 Tapbp Psma3
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.987012987012987	1	0.00523322083191526	0.313936619164976	0.772761460488389	170	Lmo7 Rnf144b Herc6 Kbtbd6 Gan Fbxl22 Ube2u Ube2l6 Fbxl4 Fbxo4 Lrr1 Smurf1 Psmc2 Znrf2 Uba6 Kbtbd8 Trim36 Ube2c Psmb3 Psmd3 Psmd14 Psmd12 Trim21 Asb8 Cdc34 Psmd1 Asb6 Ube2g2 Psmc1 Spsb2 Psmd11 Cdc27 Psmb7 Atg7 Rnf19b Rnf6 Traip Ube2j2 Psmd5 Asb1 Psmd10 Psmd9 Wwp1 Psmd13 Ube2j1 Psmc5 Psmc4 Psma1 Rnf111 Psme2 Psma4 Rbx1 Cdc20 Psmb10 Psmc3 Fbxo7 Psmd7 Fbxo9 Psmd2 Psma7 Klhl9 Fbxo6
REACTOME_ANTIMICROBIAL_PEPTIDES	0.626321974148061	1	0.0427591434738678	0.506537346713966	0.89790074503169	5	Atp7a Defb42 Pdzd11 Tlr1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.466533466533467	1	0.0487989701682839	0.432353971140875	1.0116591786127	57	Oasl1 Oas1a Oas1g Isg15 Rigi Stat1 Nup210 Ube2l6 Flnb Kpna1 Ndc1 Kpna2 Nup35 Nup155 Pde12 Nup93 Pin1 Eif2ak2 Kpna3 Nup50
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	0.178	0.816455089820359	0.0982123351217438	0.547661707095573	1.20897001873234	24	Adcyap1r1 Ramp2 Ptger4 Itpr3 Rhbdf2 Prkx Pthlh Lyn Myh9 Gng3 Gnb1 Gnaz Src Fyn Calm1
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.969939879759519	1	0.00842359386195179	0.26671575670237	0.572182035916994	17	Nek2 Ube2c Cdc27 Mad2l1 Cdc20 Anapc15 Bub3 Anapc16 Ubc Ube2s
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.94383149448345	1	0.0115202567953401	0.288817612866678	0.617815537382111	16	Cdk1 Ube2c Ccnb1 Cdc27 Cdc20 Anapc15
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.914085914085914	1	0.0139869590598254	0.341837267340258	0.8014750530613	60	Aurka Psmc2 Ube2c Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Cdc27 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Plk1 Psme2 Psma4 Cdc20 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Anapc15 Psma2 Psmb6 Aurkb Psmd6 Psme1 Psmc6 Psma3 Fzr1 Psmb2 Psma6 Anapc16
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.855144855144855	1	0.0187775930480379	0.360242070043036	0.85115322292144	70	Cdc14a Nek2 Aurka Psmc2 Cdk1 Ube2c Psmb3 Psmd3 Psmd14 Psmd12 Ccnb1 Psmd1 Psmc1 Psmd11 Cdc27 Psmb7 Psmd5 Mad2l1 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Plk1 Psme2 Psma4 Cdc20 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Anapc15 Psma2 Ccna2 Psmb6 Aurkb Fbxo5 Psmd6 Psme1 Psmc6 Psma3 Fzr1 Bub3 Psmb2 Psma6 Anapc16
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.311720698254364	0.955591947726099	0.0791316651768349	0.677831610775754	1.14758917208801	4	Neil2 Polb Ogg1 Pnkp
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION	0.356608478802993	0.992585127060687	0.0721797965581253	0.655806159686816	1.11029942522729	4	Hmga1 Psip1
REACTOME_APOPTOSIS	0.470529470529471	1	0.0484087618816951	0.417181433234184	1.00943945226848	119	Pkp1 Dapk2 Cdh1 Akt3 Gas2 Ywhah Cd14 Stk26 H1f5 Aven Sfn Ywhaz Tjp2 Gsdmd Kpna1 Psmc2 Cycs H1f0 Ppp1r13b Add1 Prkcd Psmb3 Psmd3 Psmd14 Psmd12 Mapt Ywhag Plec Psmd1 Psmc1 Casp8 Ywhaq Ptk2 Psmd11 Psmb7 H1f3 Psmd5 Psmd10 Psmd9 Tlr4 Psmd13 Dffa Tradd Unc5b Psmc5 Psmc4 Psma1 Psme2 Lmna Psma4 Dynll1 Psmb10 Psmc3 Rock1 Nmt1 Psmd7 Psmd2 Psma7 Kpnb1 Clspn Lmnb1 Casp3 Akt1 Dapk3 Psmd4
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.485386221294363	1	0.0489954089862481	0.501160320384329	1.00665403223287	10	H1f5 Kpna1 H1f0 H1f3 Dffa Kpnb1 Casp3
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.182	0.822489675516224	0.096887770327544	0.546312015009139	1.2059905566924	24	Pkp1 Cdh1 Gas2 Stk26 Tjp2 Add1 Prkcd Mapt Plec Casp8 Ptk2
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.035570909965891	0.485369165271504	0.321775918075361	0.822049769340994	1.50676175028182	6	Pkp1 Cdh1 Tjp2
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.211	0.85290765171504	0.0883594442500905	0.508979225972355	1.15731553876097	35	Pkp1 Cdh1 Gas2 Stk26 H1f5 Tjp2 Kpna1 H1f0 Add1 Prkcd Mapt Plec Casp8 Ptk2 H1f3 Dffa Lmna Rock1 Kpnb1 Clspn Lmnb1 Casp3
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.793601651186791	1	0.0250603987343648	0.386617940319636	0.786690309245742	11	Aven Gsdmd Cycs Casp3 Bak1 Casp9 Apip Mapk1 Mapk3
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.557713052858684	1	0.0441523058441465	0.492466901269344	0.954450944765739	8	Aqp5 Myo5b Gng3 Gnb1 Adcy6 Adcy7 Gnb2
